run_id,timestamp,host_id,event_type,event_value,infected_count,susceptible_count,recovered_count
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,14,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,15,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,16,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,17,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,18,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,19,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,20,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,21,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,22,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,23,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,24,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664121,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,25,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,26,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,27,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,28,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,29,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,30,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,31,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,32,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,33,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,34,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,35,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,36,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,37,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,38,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,39,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,40,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,41,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,42,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,43,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,44,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,45,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,46,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,47,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,48,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,step,49,0,8,2
1754956664079-b1a290a1-2cfd-4d85-ad82-8de5d3e20c9f,1754956664122,f37133e4-4d4f-4b9c-b174-e958ff515f6c,summary,final,0,8,2
